name,club,total,p1,p2,p3,p4,p5,p6,p7,p8
Ahlgren Elliot, Lindome BTK,6,3,2,,,,,1
Alfredsson Max, Gefle PK,6,,,1,1,,,4
Axelsson Hampus, Horreds BTK,6,2,1,,,3,,
Dunkley Ben, England,6,,,,5,,,1
Flores Halldén Benjamin, Ängby SK,6,,,3,,,3,
Gerakios Georgios, Sölvesborgs BTK,6,,,3,,,3,
Gierup David, Uppsala BTK,6,3,2,1,,,,
Järverud Eriksson Isak, Askims BTK,6,3,,,,3,,
Käld Areskoug Kimmy, Tullinge TP BTK,6,,1,1,,3,,1
Linander Erik, Klippans BTK,6,3,,,3,,,
Ljunggren Richard, Ängby SK,6,,4,1,,,1,
Lundgren Martin, BTK Rekord,6,,1,,3,1,1,
Luong Borg Alexander, Oskarshamns BTK,6,3,1,,1,,1,
Vonebjerg Simon, OB Bordtennis,6,,1,,,,5,
Wigelius Aron, IFK Lund,6,,,,3,3,,
Andreasen Sofus, Virum BTK,5,3,2,,,,,
Bölenius Pontus, Boo KFUM IA,5,,1,,,3,1,
Devantier Kallestrup Oscar, Björnshöj,5,,1,1,,,3,
Elsen Luka, Luxembourg,5,,,3,,,,2
Häggström Axel, Norrtulls SK,5,1,1,,1,1,1,
Högman Jakob, Heby AIF,5,,1,1,3,,,
Leth Nottelmann Adam, Brönshöj,5,,4,1,,,,
Li Ethan, Spårvägens BTK,5,,,1,1,1,,2
Lindau Arvid, Halmstad BTK,5,1,2,,,1,1,
Nilsson Noa, IFK Lund BT,5,,,,,2,3,
Pullinen Leonid, Finland,5,,,3,,,,2
Sjösvärd Melker, Linköpings PK,5,,,,,,5,
Trygg Tor, Spårvägens BTK,5,3,,1,1,,,
Aagard Torum Mats Fokus BTK,4,,,,3,,,1
Ahmad Diako, TibbleKungsängen BTK,4,1,1,,,,1,1
Bergqvist David, Norrtulls SK,4,1,2,,1,,,
Bildhjerd Alwin, Ängby SK,4,,,3,1,,,
Bjerke Einar, BTK Safir,4,3,,,,,,1
Blomstrand Lukas, Spårvägens BTK,4,1,2,1,,,,
Bruce Joshua, England,4,,,,,,,4
Brunzell Kevin, Ängby SK,4,,4,,,,,
Bunge Tristan, Ängby SK,4,,4,,,,,
Cuado Perez Ryan, Söderhamns UIF,4,,,,,,3,1
Dommermuth Sivertsen Fredrik, Fokus BTK,4,2,,,,,,2
Dubois Arthur, Region Occitanie,4,,,,,,,4
Flaatten Sebastian, Norge,4,,,,,,,4
Floreby Axel, Linköpings Pingisklubb,4,1,,,,3,,
Guldstrand Oliver, BTK Rekord,4,,,,,1,3,
Hamblett James, Urban TTC,4,,,,,,,4
Höghöj Bedsted Janus, Brönshöj,4,,1,,,,3,
Lambinet Noah, Luxembourg,4,,,3,,,,1
Lapina Hugo, Region Alpes Cote d'Azur,4,,,,,,,4
Lee Hörnell Ludvig, Uppsala BTK,4,1,,3,,,,
Leterme Diwan, Region Alpes Cote d'Azur,4,,,,,,,4
Lindberg William, TibbleKungsängen BTK,4,,4,,,,,
Nizio Zbigniew, Region Alpes Cote d'Azur,4,,,,,,,4
Rasanen Aleksi, Lyckeby BTK,4,,,,,,,4
Rode Von Essen Theodor, VirumSorgenfri,4,,1,,3,,,
Scholtes Tom, Luxembourg,4,,,,,,,4
Tantalos Theo, Lekstorps IF,4,1,,,,3,,
Telo Evan, Region Alpes Cote d'Azur,4,,,,,,,4
Usov Mark, Haparanda SKT,4,,,,,3,,1
Walstedt Linus, Hammarby IF BTF,4,3,,1,,,,
Weston Sixten, Spårvägens BTK,4,,,1,3,,,
Zhou Kevin, VirumSorgenfri BTK,4,,1,,1,1,1,
Årstrand Ville, Lekstorps IF,4,3,,,,1,,
Aagard Torum Ulrik, Fokus BTK,3,,,,1,,,2
Barbi Hilly, Rishon LeZion,3,,,3,,,,
Budal Zune, Vestegnen BTK,3,,,,3,,,
Docherty Harri, Wales,3,,,,,,3,
Ekström André, Tullinge TP BTK,3,,1,,,,,2
Fuchs Matan, Rishon LeZion,3,,,3,,,,
Gilad Levin, Rishon LeZion,3,,,3,,,,
Höier Erik, Denmark,3,,,3,,,,
Jacobsen Markus, Amager BTK,3,,,,,,3,
Kahlos Juho, Finland,3,,,3,,,,
Klingström Walter, TibbleKungsängen BTK,3,,,,,,3,
Kongsdal Andreas, Denmark,3,,,3,,,,
Leijon Oliver, Söderhamns UIF,3,,,,,,3,
Mäkelä Ola, Uppsala BTK,3,1,1,,,,,1
Nelly Edvard, Ängby SK,3,,,3,,,,
O´Connor Evan, Wales,3,,,,,,3,
Papsø Mikkel, Silkeborg BTK,3,3,,,,,,
Röhr Jack, Spårvägens BTK,3,,,3,,,,
Sahr Aaron, Luxembourg,3,,,3,,,,
Shoar Kristian, Uppsala BTK,3,,2,1,,,,
Strand Alvar, Solna BTK,3,,,,,3,,
Vaher Andrus, LTK Kalev,3,,,3,,,,
Vieherlaiho Leon, Finland,3,,,3,,,,
Wu Erik, Askims BTK,3,,,,3,,,
Alfredsson Morgan, Gefle PK,2,,,,1,,,1
Arnell Elling, LinnePartille PK,2,1,1,,,,,
Bath Jesse, Fusion TTC,2,,,,,,,2
Beijer Josef, IFK Lund BT,2,,,,,2,,
Bengtsson Simon, Halmstad BTK,2,,,,,1,1,
Berg Sivert, Fokus BTK,2,1,,,,,,1
Byström William, Lekstorps IF,2,1,,,,1,,
Cornish Oliver, England,2,,,,,,,2
Corric Paolo, Region Occitanie,2,,,,,,,2
Darley Eduardo, Köpings BTK,2,,,,,,,2
Ekeroth Hugo, Halmstad BTK,2,,1,,1,,,
Grähs Manne, Uppsala BTK,2,,2,,,,,
Gustafsson Gunnar, Boo KFUM IA,2,,,,,1,1,
Larsson Hugo, Ljungsbro BTK,2,1,,,1,,,
Larsson Oskar, Västerås BTK,2,,,,,,,2
Liljegren Simon, LinnePartille PK,2,2,,,,,,
Lundin Benjamin, Askims BTK,2,1,,,1,,,
Markussen Mathias, Fornebu BTK,2,,,,,,,2
Moro Edgar, Luxembourg,2,,,,,,,2
Myrhage Axel, Askims BTK,2,,1,,,1,,
Nilsson Malte, IFK Klagshamn,2,,,,1,1,,
Pihl Emil, Lekstorps IF,2,1,,,,1,,
Piilola Mio, BTK Frej,2,,,,,,,2
Santander Munoz Gabriel, Spårvägens BTK,2,,,,1,,,1
Wilke Fredric, Fusion TTC,2,,,,,,,2
Aasen Philip, Fornebu BTK,1,,,,,,,1
Alafandy Abdarazzaq, Fornebu BTK,1,,,,,,,1
Bjerke Ebbe, BTK Safir,1,1,,,,,,
Bonato Francesco, Fusion TTC,1,,,,,,,1
Brattvang Kim Alexander, Sarpsborg BTK,1,,,,,,,1
Cooper Samuel, Grantham TTC,1,,,,,,,1
Eneroth Otto, Lyckeby BTK,1,,,,1,,,
Engström Vilmer, LinnePartille PK,1,1,,,,,,
Falk Joel, Norrtulls SK,1,,,1,,,,
Farnes Michael, Norge,1,,,,,,,1
Fischer Mio, Norrtulls SK,1,,1,,,,,
Färdig Johannes, Gefle PK,1,,,,,,,1
Goitom Daniel, Grantham TTC,1,,,,,,,1
Hermann Magne, Lekstorps IF,1,1,,,,,,
Häggander Tore, Svanesunds GIF,1,,1,,,,,
Jedland Emil, Uppsala BTK,1,,1,,,,,
Jonasson Karl, BTK Frej,1,,,,1,,,
Lavanant Esteban, Region Alpes Cote d'Azur,1,,,,,,,1
Lundin Filip, Askims BTK,1,1,,,,,,
Magnusson Edwin, Mariedals IK,1,,,,,1,,
Majdalani Viktor, Spårvägens BTK,1,,,,1,,,
Marriot Oscar, Wales,1,,,,,,1,
Martinsson Hugo, Lekstorps IF,1,,,,,1,,
Mattbäck Kean, Söderhamns UIF,1,,,1,,,,
Morkved Moen, Fokus BTK,1,,,,,,,1
Mortensen Petter, Norge,1,,,,,,,1
Nielsen Snorre, Amager BTK,1,,,,,,1,
Pelling Vincent, Uppsala BTK,1,,1,,,,,
Ramnäs Leo, Mölndals BTK,1,,1,,,,,
Randall Harry, England,1,,,,,,,1
Roberts Jack, Fusion TTC,1,,,,,,,1
Schaub Adam, Västers BTK,1,,,,,1,,
Schogger Gabriel, Grantham TTC,1,,,,,,,1
Scholtes Pit, Luxembourg,1,,,,,,,1
Skrijelj Dannel, BTK Scania,1,,,,,,1,
Storskog Vincent, Spårvägens BTK,1,,1,,,,,
Strid Axel, Ängby SK,1,,,1,,,,
Strindberg Fabian, Söderhamns UIF,1,,,1,,,,
Swedmark Torsten, Boo KFUM IA,1,,,,,1,,
Theisen Max, Luxembourg,1,,,1,,,,
Tideman Liam, Uppsala BTK,1,,1,,,,,
Tran Tuan, Hammarby IF BTF,1,,,1,,,,
